osd_accession,sample_id,pc1,pc2,pc1_pct,pc2_pct,tissue_type,spaceflight,light_regime
OSD-766,2,0.08775803969820103,-0.1386843287850793,13.0,10.1,root,0,red-rich
OSD-766,3,-0.023257284483266107,-0.08338266420996174,13.0,10.1,fruit,1,blue-rich
OSD-766,4,0.039455443141088314,-0.16515096266130874,13.0,10.1,wick,0,blue-rich
OSD-766,5,0.09924730328074283,0.024637045166045854,13.0,10.1,substrate,1,red-rich
OSD-766,6,0.13267845791872726,-0.032960981121425016,13.0,10.1,water,0,red-rich
OSD-766,7,-0.13262416097689003,0.13364153263376924,13.0,10.1,swab,1,blue-rich
OSD-766,8,-0.02026060189260523,-0.1432440178986007,13.0,10.1,leaf,0,blue-rich
OSD-766,9,0.0806301649271198,0.014439349969018167,13.0,10.1,root,1,red-rich
OSD-766,10,-0.13064130640545618,-0.14007852722016328,13.0,10.1,fruit,0,red-rich
OSD-766,11,0.07033770962318055,0.16201400601948795,13.0,10.1,wick,1,blue-rich
OSD-766,12,0.13374129199505458,-0.1418348010825963,13.0,10.1,substrate,0,blue-rich
OSD-766,13,0.1303525845903271,0.15508859629463573,13.0,10.1,water,1,red-rich
OSD-766,14,-0.2415345635194274,-0.006243988033032223,13.0,10.1,swab,0,red-rich
OSD-766,15,-0.06384935538993354,-0.01892076835207388,13.0,10.1,leaf,1,blue-rich
OSD-766,16,0.1382086311819582,-0.022985648979005343,13.0,10.1,root,0,blue-rich
OSD-766,17,-0.09580474642241557,0.21674164060270948,13.0,10.1,fruit,1,red-rich
OSD-766,18,0.08626248450641831,-0.020176996508995553,13.0,10.1,wick,0,red-rich
OSD-766,19,0.1344320659480444,0.08925437657205298,13.0,10.1,substrate,1,blue-rich
OSD-766,20,0.17121861624378035,0.06595790616094747,13.0,10.1,water,0,blue-rich
OSD-766,21,-0.14702124191634092,0.05161973334748824,13.0,10.1,swab,1,red-rich
OSD-766,22,-0.06780013271876603,-0.14223691384897807,13.0,10.1,leaf,0,red-rich
OSD-766,23,0.08161753296341785,0.0811754734409835,13.0,10.1,root,1,blue-rich
OSD-766,24,-0.07500443019206365,-0.022715219106675035,13.0,10.1,fruit,0,blue-rich
OSD-766,25,0.038765647487000475,0.11298136409442745,13.0,10.1,wick,1,red-rich
OSD-766,26,0.19406912483575697,-0.1603371367184273,13.0,10.1,substrate,0,red-rich
OSD-766,27,0.065614589073598,0.11930015928603312,13.0,10.1,water,1,blue-rich
OSD-766,28,-0.19732105556234253,0.01319062847149916,13.0,10.1,swab,0,blue-rich
OSD-766,29,0.00270578122616364,0.06333703456704563,13.0,10.1,leaf,1,red-rich
OSD-766,30,0.04558720655216608,-0.10974166470474926,13.0,10.1,root,0,red-rich
OSD-766,31,-0.028555208850458865,0.005533101895082834,13.0,10.1,fruit,1,blue-rich
OSD-766,32,-0.04888211681514541,-0.05533753602055871,13.0,10.1,wick,0,blue-rich
OSD-766,33,0.09652957180924532,0.07653408349496621,13.0,10.1,substrate,1,red-rich
OSD-766,34,0.026762749003883052,-0.03076728036339278,13.0,10.1,water,0,red-rich
OSD-766,35,-0.16304774401297625,0.07253747209922666,13.0,10.1,swab,1,blue-rich
OSD-766,36,-0.11057361511900071,-0.1933397257518272,13.0,10.1,leaf,0,blue-rich
OSD-766,37,0.13550620050483886,0.05327812255657857,13.0,10.1,root,1,red-rich
OSD-766,38,-0.1217202748342042,-0.10372291345829737,13.0,10.1,fruit,0,red-rich
OSD-766,39,0.10288406569256628,0.09338549474170361,13.0,10.1,wick,1,blue-rich
OSD-766,40,0.12301148165556099,-0.07226688868341742,13.0,10.1,substrate,0,blue-rich
OSD-766,41,0.04041406385618331,0.19811603228999625,13.0,10.1,water,1,red-rich
OSD-766,42,-0.1624021578863322,0.028754530751178647,13.0,10.1,swab,0,red-rich
OSD-766,43,-0.06725011124112705,0.026491638737251487,13.0,10.1,leaf,1,blue-rich
OSD-766,44,0.1442981051107952,-0.023661052541700645,13.0,10.1,root,0,blue-rich
OSD-766,45,-0.06706991111354439,-0.07249686759072035,13.0,10.1,fruit,1,red-rich
OSD-766,46,0.09594340235388768,-0.021063838826239346,13.0,10.1,wick,0,red-rich
OSD-766,47,0.09908220992124314,0.1183993844336214,13.0,10.1,substrate,1,blue-rich
OSD-766,48,0.06747509198895695,6.999171983288628e-05,13.0,10.1,water,0,blue-rich
OSD-766,49,-0.21041892257518766,0.13096050742948637,13.0,10.1,swab,1,red-rich
OSD-766,50,-0.005670607085613356,-0.0884419904237246,13.0,10.1,leaf,0,red-rich
OSD-766,51,0.12083126362345892,0.14103802131561372,13.0,10.1,root,1,blue-rich
OSD-766,52,-0.07449518347122519,-0.12220771672141285,13.0,10.1,fruit,0,blue-rich
OSD-766,53,0.14501941703364274,0.01763878105673575,13.0,10.1,wick,1,red-rich
OSD-766,54,0.14481919424224088,-0.12390187558795279,13.0,10.1,substrate,0,red-rich
OSD-766,55,0.09492923476035448,0.09523300336363065,13.0,10.1,water,1,blue-rich
OSD-766,56,-0.1987115950153783,-0.016676694301546762,13.0,10.1,swab,0,blue-rich
OSD-766,57,-0.07866336138122927,-0.10924111786560693,13.0,10.1,leaf,1,red-rich
OSD-766,58,0.09614315699356045,-0.06000209433483972,13.0,10.1,root,0,red-rich
OSD-766,59,-0.12540721131859214,-0.005859507963291612,13.0,10.1,fruit,1,blue-rich
OSD-766,60,-0.00225321604709338,-0.11487932729284331,13.0,10.1,wick,0,blue-rich
OSD-766,61,0.07996520102508298,0.014042877899090634,13.0,10.1,substrate,1,red-rich
OSD-766,62,-0.07245621466311118,0.043680416955337774,13.0,10.1,water,0,red-rich
OSD-766,63,-0.19266606765918384,0.11640419384897588,13.0,10.1,swab,1,blue-rich
OSD-766,64,-0.06505050484098206,-0.09516933322208483,13.0,10.1,leaf,0,blue-rich
OSD-766,65,0.17268275037149103,0.003391575738526129,13.0,10.1,root,1,red-rich
OSD-766,66,0.06693398480088789,-0.10328674469964388,13.0,10.1,fruit,0,red-rich
OSD-766,67,0.1379612297079202,0.06094651905844004,13.0,10.1,wick,1,blue-rich
OSD-766,68,0.023860569598066962,-0.1631452950915482,13.0,10.1,substrate,0,blue-rich
OSD-766,69,0.03640765148017671,0.11145181229343937,13.0,10.1,water,1,red-rich
OSD-766,70,-0.1567402832836048,-0.11699131435694075,13.0,10.1,swab,0,red-rich
OSD-766,71,-0.0712892976013213,-0.005705987754570539,13.0,10.1,leaf,1,blue-rich
OSD-766,72,0.15854565419297875,0.01264452393890098,13.0,10.1,root,0,blue-rich
OSD-766,73,-0.07935655649929334,0.007872500878647208,13.0,10.1,fruit,1,red-rich
OSD-766,74,0.05405687524863282,-0.032698319393359335,13.0,10.1,wick,0,red-rich
OSD-766,75,0.10467834080508419,-0.001997156060643496,13.0,10.1,substrate,1,blue-rich
OSD-766,76,-0.09559654274470104,0.044491455212776095,13.0,10.1,water,0,blue-rich
OSD-766,77,-0.10426568765665907,0.11974066446571745,13.0,10.1,swab,1,red-rich
OSD-766,78,-0.06686738295519672,-0.05665954746841417,13.0,10.1,leaf,0,red-rich
OSD-766,79,0.13153020106265934,0.04535733647319816,13.0,10.1,root,1,blue-rich
OSD-766,80,-0.11203734361062215,0.005405178589774785,13.0,10.1,fruit,0,blue-rich
OSD-766,81,-0.006787583324170561,0.08238961643974223,13.0,10.1,wick,1,red-rich
OSD-766,82,0.10245283120960132,-0.13675601659828251,13.0,10.1,substrate,0,red-rich
OSD-766,83,0.021305641647717612,0.21579762216472137,13.0,10.1,water,1,blue-rich
OSD-766,84,-0.14666062681503847,-0.013815054150247716,13.0,10.1,swab,0,blue-rich
OSD-766,85,-0.034672243265933586,0.13231665145319754,13.0,10.1,leaf,1,red-rich
OSD-766,86,0.06896133118071723,-0.10574904335617866,13.0,10.1,root,0,red-rich
OSD-766,87,-0.11976535852217883,-0.01712669948451486,13.0,10.1,fruit,1,blue-rich
OSD-766,88,0.028869146033141547,-0.04351954032772094,13.0,10.1,wick,0,blue-rich
OSD-766,89,0.015364748434600986,0.016660164154705417,13.0,10.1,substrate,1,red-rich
OSD-766,90,-0.0986091484481691,-0.07494350045864874,13.0,10.1,water,0,red-rich
OSD-766,91,-0.12211082908883762,-0.07556780819608812,13.0,10.1,swab,1,blue-rich
OSD-766,92,-0.05184467819657618,-0.028103426367893418,13.0,10.1,leaf,0,blue-rich
OSD-766,93,0.0415617450605651,0.01060361964650593,13.0,10.1,root,1,red-rich
OSD-766,94,-0.11129278548870888,-0.2114728961961943,13.0,10.1,fruit,0,red-rich
OSD-766,95,-0.017992684294868114,-0.06299962580727314,13.0,10.1,wick,1,blue-rich
OSD-766,96,0.12039021884913037,-0.12267656041562966,13.0,10.1,substrate,0,blue-rich
OSD-766,97,0.0069229730548838984,0.18434596691966273,13.0,10.1,water,1,red-rich
OSD-766,98,-0.07613626106741424,0.01994502420360818,13.0,10.1,swab,0,red-rich
OSD-766,99,-0.13552071534545104,-0.05153327163490273,13.0,10.1,leaf,1,blue-rich
OSD-766,100,0.014294230816031454,-0.11882640695098358,13.0,10.1,root,0,blue-rich
OSD-766,101,-0.09604487854392632,-0.011691949576694564,13.0,10.1,fruit,1,red-rich
OSD-766,102,0.07126129296152195,-0.03671396509038661,13.0,10.1,wick,0,red-rich
OSD-766,103,0.05896108068176632,0.036611826648950394,13.0,10.1,substrate,1,blue-rich
OSD-766,104,0.11313990024797699,-0.013845725713434693,13.0,10.1,water,0,blue-rich
OSD-766,105,-0.18394274982867445,0.1208570379085409,13.0,10.1,swab,1,red-rich
OSD-766,106,-0.07190974054781568,-0.009857256085474818,13.0,10.1,leaf,0,red-rich
OSD-766,107,0.13503893817298548,0.016875572278000326,13.0,10.1,root,1,blue-rich
OSD-766,108,-0.058285123561476075,0.042570907478705435,13.0,10.1,fruit,0,blue-rich
OSD-766,109,0.1303829021710292,0.08850101632063023,13.0,10.1,wick,1,red-rich
OSD-766,110,0.11509150107729473,-0.0654555313552138,13.0,10.1,substrate,0,red-rich
OSD-766,111,0.09587221984720595,0.14387351112711366,13.0,10.1,water,1,blue-rich
OSD-766,112,-0.15532991870586924,0.0151332272640987,13.0,10.1,swab,0,blue-rich
OSD-766,113,0.01724378982086946,0.006591237574872135,13.0,10.1,leaf,1,red-rich
OSD-766,114,0.1518531912158523,-0.05093155384853081,13.0,10.1,root,0,red-rich
OSD-766,115,-0.04092812800087047,0.058942039180618064,13.0,10.1,fruit,1,blue-rich
OSD-766,116,0.008269101116445873,0.006084634394285471,13.0,10.1,wick,0,blue-rich
OSD-766,117,0.14334939195653937,0.07206625317429811,13.0,10.1,substrate,1,red-rich
OSD-766,118,-0.027500613060020756,-0.019805737759046517,13.0,10.1,water,0,red-rich
OSD-766,119,-0.17798692882544603,0.11048162261701353,13.0,10.1,swab,1,blue-rich
OSD-766,120,0.0100772367455058,-0.08675154800699998,13.0,10.1,leaf,0,blue-rich
OSD-766,121,0.12798222048964158,-0.02094252123390035,13.0,10.1,root,1,red-rich
OSD-766,122,-0.13780743211109028,-0.1277901150751795,13.0,10.1,fruit,0,red-rich
OSD-766,123,0.031625624025232224,0.12654418785159344,13.0,10.1,wick,1,blue-rich
OSD-766,124,0.09817568508392951,-0.12180123419181484,13.0,10.1,substrate,0,blue-rich
OSD-766,125,0.02638783435044159,0.1536824074414894,13.0,10.1,water,1,red-rich
OSD-766,126,-0.12074614107127683,0.0432338493179867,13.0,10.1,swab,0,red-rich
OSD-766,127,-0.04929207419623792,0.07367341520496395,13.0,10.1,leaf,1,blue-rich
OSD-766,128,0.10690816651565013,-0.003067318059764258,13.0,10.1,root,0,blue-rich
OSD-766,129,-0.05066646802368067,-0.011465193744942129,13.0,10.1,fruit,1,red-rich
OSD-766,130,0.06707265416951225,-0.07929570959963772,13.0,10.1,wick,0,red-rich
OSD-766,131,0.05194603605035501,0.013713542333525635,13.0,10.1,substrate,1,blue-rich
OSD-766,132,0.02537374840465149,-0.061361801056910005,13.0,10.1,water,0,blue-rich
OSD-766,133,-0.1968015559807424,0.10725924521745586,13.0,10.1,swab,1,red-rich
OSD-766,134,-0.08130594740550291,-0.12246690026368402,13.0,10.1,leaf,0,red-rich
OSD-766,135,0.13286821908466276,0.0762316609610869,13.0,10.1,root,1,blue-rich
OSD-766,136,-0.2501225266227713,0.017376773761260848,13.0,10.1,fruit,0,blue-rich
OSD-766,137,0.02816095741546931,0.10452179100837278,13.0,10.1,wick,1,red-rich
OSD-766,138,0.1406838636873247,-0.1666314066775564,13.0,10.1,substrate,0,red-rich
OSD-766,139,0.06753700017017862,0.2570475869755171,13.0,10.1,water,1,blue-rich
OSD-766,140,-0.16349964380171808,-0.09338151518467096,13.0,10.1,swab,0,blue-rich
OSD-766,141,-0.054054674947307105,0.06130897678419097,13.0,10.1,leaf,1,red-rich
OSD-766,142,0.09973353581912103,-0.11581572729749136,13.0,10.1,root,0,red-rich
OSD-766,143,-0.06321420500204479,0.05452728488978336,13.0,10.1,fruit,1,blue-rich
OSD-766,144,-0.026607517792489276,-0.019365000090264865,13.0,10.1,wick,0,blue-rich
OSD-772,288,0.013081314756247318,0.062028192401238406,15.7,10.3,leaf,1,
OSD-772,289,-0.10567631893653355,0.018448506005793477,15.7,10.3,root,0,
OSD-772,290,0.05623649708901965,0.019118275317383512,15.7,10.3,fruit,1,
OSD-772,291,-0.20063691688186874,-0.07533099355290296,15.7,10.3,substrate,0,
OSD-772,292,0.3223194266844938,0.13492605601909613,15.7,10.3,swab,1,
OSD-772,293,0.01289761631857511,-0.17812141434316747,15.7,10.3,leaf,0,
OSD-772,294,-0.12980687059625773,0.13646173274062448,15.7,10.3,root,1,
OSD-772,295,0.011135850766563378,-0.03859507100052709,15.7,10.3,fruit,0,
OSD-772,296,-0.11357462080235461,0.02191789788745606,15.7,10.3,substrate,1,
OSD-772,297,0.1969991539600612,-0.08915591759630707,15.7,10.3,swab,0,
OSD-772,298,-0.006682798075338291,-0.0675536109894257,15.7,10.3,leaf,1,
OSD-772,299,-0.10347656005762096,-0.11051258450836533,15.7,10.3,root,0,
OSD-772,300,0.022819848850496816,0.025208505788473605,15.7,10.3,fruit,1,
OSD-772,301,-0.21103179334756678,0.03961563130963475,15.7,10.3,substrate,0,
OSD-772,302,0.0495418582173143,0.0492562448920935,15.7,10.3,swab,1,
OSD-772,303,-0.014611492411121332,-0.18090834690822624,15.7,10.3,leaf,0,
OSD-772,304,-0.08585242330716002,0.09599104720430392,15.7,10.3,root,1,
OSD-772,305,0.028264689379131736,-0.10039461664585321,15.7,10.3,fruit,0,
OSD-772,306,-0.08165554905877048,0.033421210470114954,15.7,10.3,substrate,1,
OSD-772,307,0.052006286375982584,-0.05641542057013703,15.7,10.3,swab,0,
OSD-772,308,0.06613141281573451,0.012964053581607052,15.7,10.3,leaf,1,
OSD-772,309,-0.09872346053354648,-0.025724131464542728,15.7,10.3,root,0,
OSD-772,310,0.10922952200018864,0.03090939252812201,15.7,10.3,fruit,1,
OSD-772,311,-0.1415650200451216,-0.0490666766191824,15.7,10.3,substrate,0,
OSD-772,312,0.13046246234713113,0.10924843821686016,15.7,10.3,swab,1,
OSD-772,313,0.05891125775746144,-0.025859566313008165,15.7,10.3,leaf,0,
OSD-772,314,-0.09067641787057097,0.08577226376086004,15.7,10.3,root,1,
OSD-772,315,0.10010391727935586,-0.021801081014445906,15.7,10.3,fruit,0,
OSD-772,316,-0.06795763747616418,0.13432042805499736,15.7,10.3,substrate,1,
OSD-772,317,0.13387982462181794,-0.006850735025917746,15.7,10.3,swab,0,
OSD-772,318,0.0542294546249159,0.04404628147198348,15.7,10.3,leaf,1,
OSD-772,319,-0.06120171881549387,-0.09856515782471353,15.7,10.3,root,0,
OSD-772,320,0.014404532985642614,0.06067434967298119,15.7,10.3,fruit,1,
OSD-772,321,-0.13471883606728358,0.016558922379074453,15.7,10.3,substrate,0,
